month,timestamp,close,buys,sales,skipped_buys,realized_profit_this_month,withdrawn_this_month,total_withdrawn,cash,open_lots,open_liquidation_value,account_liquidation_value,total_wealth_including_withdrawals
2024-01,1706745540,42558.0,0,0,44640,0.0,0.0,0.0,0.034999998868787685,491,312.68037533086886,312.71537532973764,312.71537532973764
2024-02,1709251140,61161.0,0,0,41760,0.0,0.0,0.0,0.034999998868787685,491,449.3595666058384,449.39456660470717,449.39456660470717
2024-03,1711929540,71285.0,14274,14260,30366,14.259999999997536,0.0,0.0,0.2949999986588381,505,493.1490895983522,493.44408959701104,493.44408959701104
2024-04,1714521540,60632.0,398,398,42802,0.3980000000000003,0.0,0.0,0.6929999986599036,505,418.92153612341554,419.61453612207544,419.61453612207544
2024-05,1717199940,67477.0,0,0,44640,0.0,0.0,0.0,0.6929999986599036,505,466.21533996898853,466.90833996764843,466.90833996764843
2024-06,1719791940,62676.0,0,0,43200,0.0,0.0,0.0,0.6929999986599036,505,433.0440394193032,433.7370394179631,433.7370394179631
2024-07,1722470340,64612.0,0,0,44640,0.0,0.0,0.0,0.6929999986599036,505,446.4203439109072,447.1133439095671,447.1133439095671
2024-08,1725148740,58967.0,0,0,44640,0.0,0.0,0.0,0.6929999986599036,505,407.4176378907086,408.1106378893685,408.1106378893685
2024-09,1727740740,63302.0,0,0,43200,0.0,0.0,0.0,0.6929999986599036,505,437.3692287848735,438.0622287835334,438.0622287835334
2024-10,1730419140,70231.0,1610,1608,43030,1.6079999999999337,0.0,0.0,0.3009999986595062,507,487.8855481079966,488.1865481066561,488.1865481066561
2024-11,1733011140,96441.0,21647,21626,21553,21.626000000003447,0.0,0.0,0.926999998255976,528,513.2960713176442,514.2230713159001,514.2230713159001
2024-12,1735689540,93381.0,15199,15183,29441,15.182999999997024,0.0,0.0,0.10999999812305283,544,478.05462493722536,478.1646249353484,478.1646249353484
2025-01,1736208000,102263.0,0,0,8641,0.0,0.0,0.0,0.10999999812305283,544,523.5251294155714,523.6351294136945,523.6351294136945
