asset_type,ticker,first_timestamp,final_timestamp,first_datetime,final_datetime,first_close,final_close,underlying_price_change_percent,eligible_minutes,trading_sessions,contribution_count,monthly_contribution,total_contributed,dca_buy_and_hold_final_wealth,dca_buy_and_hold_profit_loss,dca_buy_and_hold_simple_return_percent,dca_buy_and_hold_money_weighted_annual_return_percent,target_net_profit_percent,required_reference_price_rise_percent,final_total_wealth,profit_loss,simple_return_on_contributions_percent,money_weighted_annual_return_percent,cash_flow_adjusted_time_weighted_return_percent,final_cash,open_lots,open_lot_cost_basis,open_liquidation_value,unrealized_pnl_on_open_lots,realized_profit,buys,sales,skipped_buys,participation_percent_of_eligible_minutes,max_open_lots,average_holding_days_closed,maximum_holding_days_closed,oldest_open_lot_age_days,closed_within_1_day_percent,closed_within_7_days_percent,closed_within_30_days_percent,cash_flow_adjusted_maximum_drawdown_percent,maximum_drawdown_timestamp
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,1.0,1.222444666889122,3820.284441642777,220.28444164277698,6.1190122678549175,11.518417633414868,14.975668669384955,0.12000000165915936,4069,4069.0,3820.1644416411177,-248.83555835888228,469.11999999971835,50981,46912,46722,52.17956459883525,4069,7.9125719580159535,62.206944444444446,74.02708333333334,25.245139836289223,70.37005457025921,93.20642905866303,10.78512610950446,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,2.0,2.2246470893335424,3927.0031843084143,327.00318430841435,9.083421786344847,17.233261903793895,19.504189402601124,0.09999999962434458,4184,4184.0,3926.90318430879,-257.09681569120994,584.0999999997588,33389,29205,64314,34.17397623409721,4184,13.98279589682132,78.21944444444445,78.01458333333333,5.995548707413114,50.279061804485536,84.87245334702962,12.12256850055401,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,3.0,3.226849511778007,3986.0282815843584,386.0282815843584,10.723007821787744,20.43049101467408,23.222018413001866,0.9399999999720876,4235,4235.0,3985.088281584386,-249.9117184156139,635.9399999996634,25433,21198,72270,26.030930472963984,4235,20.892013790609177,91.99791666666667,78.26944444444445,1.6369468817813002,24.681573733371074,75.18633833380508,12.270821987569368,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,4.0,4.22905193422245,4058.0651449116085,458.0651449116085,12.724031803100244,24.366912478933646,26.739957175468867,0.6399999996478982,4311,4311.0,4057.4251449119606,-253.57485508803939,711.6399999999327,22102,17791,75601,22.621618578753978,4311,25.869370983456054,98.77152777777778,79.25763888888889,1.6300376594907537,11.61261311899275,68.87752234275757,12.359362701113005,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,5.0,5.2312543566669145,4084.925011514148,484.9250115141481,13.470139208726328,25.84419465975921,28.642849716662244,0.9499999997697159,4319,4319.0,4083.9750115143784,-235.02498848562163,719.949999999893,18718,14399,78985,19.1580606532041,4319,32.160025049964894,103.91111111111111,106.18263888888889,0.548649211750816,4.854503784985068,57.198416556705325,12.207699125514752,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,6.0,6.233456779111335,4088.8423418192274,488.8423418192274,13.578953939422988,26.06007521761097,28.918150347383964,0.35999999983988573,4305,4305.0,4088.4823418193873,-216.51765818061267,705.359999999842,16061,11756,81642,16.438594516033284,4305,38.5140250486749,111.13472222222222,107.22083333333333,0.0,3.4875808097992516,48.36679142565499,12.286258541486191,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,7.000000000000001,7.2356592015558,4076.7847190472435,476.78471904724347,13.244019973534549,25.39593905651859,28.343975977735127,0.8000000001146077,4267,4267.0,4075.9847190471287,-191.0152809528713,667.8000000000679,13807,9540,83896,14.131602919050593,4267,46.12753406708595,127.14861111111111,108.2701388888889,0.0,2.893081761006289,41.16352201257862,12.36295074406183,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,8.0,8.237861624000242,4064.6101936759896,464.61019367598965,12.905838713221929,24.72641356887596,27.611357251093803,0.44000000002347406,4269,4269.0,4064.170193675966,-204.82980632403405,669.4400000000472,12637,8368,85066,12.934096189472175,4269,53.09367838126726,135.9701388888889,109.05208333333333,0.0,0.0,27.03154875717017,12.353712017575996,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,9.0,9.240064046444685,4093.3849976780875,493.38499767808753,13.705138824391327,26.310553201109144,28.817585169949655,0.15999999998052772,4304,4304.0,4093.2249976781072,-210.77500232189277,704.1600000000053,12128,7824,85575,12.4131295866043,4304,57.12317761588275,151.00347222222223,119.26805555555555,0.0,0.0,21.17842535787321,12.349538848999142,1672260240
etf,QQQ,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,271.43,358.34,32.019305161551756,97703,251,12,300.0,3600.0,4133.644334090509,533.6443340905089,14.823453724736368,28.53678655463646,10.0,10.242266468889127,4109.49720719867,509.49720719867037,14.152700199963064,27.200143747349102,29.522790593491564,0.20000000005018137,4269,4269.0,4109.2972071986205,-159.70279280137947,669.2000000000836,10961,6692,86742,11.218693387101727,4269,63.61923150361958,124.26319444444445,122.2701388888889,0.0,0.0,12.477585176329946,12.367205153283194,1672260240
