asset_type,ticker,first_timestamp,final_timestamp,first_close,final_close,underlying_price_change_percent,eligible_minutes,trading_sessions,buy_and_hold_final_wealth,buy_and_hold_profit_loss,buy_and_hold_return_percent,target_net_profit_percent,required_reference_price_rise_percent,initial_capital,final_cash,open_lots,open_lot_cost_basis,open_liquidation_value,unrealized_pnl_on_open_lots,final_total_wealth,final_profit_loss,return_percent,buys,sales,skipped_buys,participation_percent_of_eligible_minutes,realized_profit_before_final_liquidation,max_open_lots,average_holding_minutes_closed,maximum_holding_minutes_closed,oldest_open_lot_age_minutes,closed_within_1_hour_percent,closed_within_1_day_percent,closed_within_7_days_percent,closed_within_30_days_percent,maximum_drawdown_percent,maximum_drawdown_timestamp
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,1.0,1.222444666889122,900.0,0.6899999999089488,1030,1030.0,972.2344470372624,-57.765552962737615,972.9244470371714,72.92444703717138,8.10271633746349,14099,13069,83266,14.480562830585939,130.69000000002612,1030,30680.330782768382,332191,104018,0.49736016527660876,24.71497436682225,59.24707322671972,90.46598821638993,8.407707950601564,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,2.0,2.2246470893335424,900.0,0.939999999957319,1038,1038.0,987.3572932812482,-50.64270671875181,988.2972932812055,88.2972932812055,9.810810364578382,7985,6947,89380,8.20109895753094,138.93999999999727,1038,59438.154311213475,342395,105428,0.0,5.613934072261408,42.60832013818915,85.36058730387218,9.228022474916528,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,3.0,3.226849511778007,900.0,0.6299999999711048,1059,1059.0,1005.6416008004937,-53.358399199506266,1006.2716008004649,106.27160080046485,11.807955644496104,6380,5321,90985,6.552662661120526,159.63000000000528,1059,76697.87483555723,359616,436260,0.0,2.5559105431309903,32.92614170268747,78.10561924450292,9.136249456507073,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,4.0,4.22905193422245,900.0,0.3200000000021319,1070,1070.0,1021.541496999995,-48.45850300000495,1021.8614969999971,121.86149699999714,13.540166333333016,5328,4258,92037,5.472192266214759,170.3200000000004,1070,71119.6488961954,362671,446708,0.0,0.0,23.673085955847817,81.30577736026304,9.205131404482987,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,5.0,5.2312543566669145,900.0,0.6000000000021455,1063,1063.0,1019.6074354405207,-43.3925645594793,1020.2074354405229,120.20743544052289,13.356381715613663,4335,3272,93030,4.452318594977662,163.60000000000295,1063,83641.47004889976,374325,459507,0.0,0.0,9.290953545232274,78.5757946210269,9.313654400210725,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,6.0,6.233456779111335,900.0,0.6400000000029848,1061,1061.0,1016.9540356850242,-44.04596431497578,1017.5940356850272,117.59403568502717,13.066003965003015,3755,2694,93610,3.85662198942125,161.6400000000046,1061,104734.66889383816,379999,465151,0.0,0.0,0.8166295471417966,71.82628062360801,9.278610538158471,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,7.000000000000001,7.2356592015558,900.0,0.5199999999973421,1035,1035.0,1017.5101002519731,-17.489899748026914,1018.0301002519705,118.03010025197045,13.114455583552264,2971,1936,94394,3.051404508807066,135.51999999999327,1035,49771.58729338843,382933,468207,0.0,0.0,0.0,89.56611570247934,9.302421281231293,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,8.0,8.237861624000242,900.0,0.7600000000000069,1049,1049.0,1020.6180325976937,-28.38196740230626,1021.3780325976937,121.37803259769373,13.486448066410418,2921,1872,94444,3.0000513531556514,149.760000000001,1049,62894.442307692305,388784,465110,0.0,0.0,0.0,69.39102564102564,9.295950429803563,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,9.0,9.240064046444685,900.0,0.020000000003871143,1060,1060.0,1026.6660179690534,-33.33398203094657,1026.6860179690573,126.68601796905727,14.076224218784139,2838,1778,94527,2.914805114774303,160.02000000000479,1060,126904.35489313836,398820,484063,0.0,0.0,0.0,51.01237345331833,9.067112696535945,1678899420
etf,DIA,1664544600,1696017540,291.69,335.0,14.847955020741189,97365,251,1031.3601045441158,131.36010454411576,14.595567171568424,10.0,10.242266468889127,900.0,0.39999999999729674,1056,1056.0,1022.1380109312126,-33.86198906878735,1022.5380109312099,122.5380109312099,13.615334547912216,2620,1564,94745,2.6909053561341345,156.3999999999954,1056,186392.15281329924,400303,485608,0.0,0.0,0.0,50.38363171355499,9.320667818077151,1678899420
