first_timestamp,final_timestamp,first_close,final_close,underlying_price_change_percent,eligible_minutes,trading_sessions,buy_and_hold_final_wealth,buy_and_hold_profit_loss,buy_and_hold_return_percent,target_net_profit_percent,required_reference_price_rise_percent,initial_capital,final_cash,open_lots,open_lot_cost_basis,open_liquidation_value,unrealized_pnl_on_open_lots,final_total_wealth,final_profit_loss,return_percent,buys,sales,skipped_buys,participation_percent_of_eligible_minutes,realized_profit_before_final_liquidation,max_open_lots,average_holding_minutes_closed,maximum_holding_minutes_closed,oldest_open_lot_age_minutes,closed_within_1_hour_percent,closed_within_1_day_percent,closed_within_7_days_percent,closed_within_30_days_percent,maximum_drawdown_percent,maximum_drawdown_timestamp
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,1.0,1.222444666889122,600.0,0.7299999997469513,999,999.0,855.4049738286556,-143.59502617134444,856.1349738284025,256.1349738284025,42.68916230473374,40972,39973,484628,7.795281582952816,399.72999999978146,999,7773.256523153128,110600,123299,6.451855002126435,56.14039476646737,85.3451079478648,95.99979986490881,27.66538832975236,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,2.0,2.2246470893335424,600.0,0.599999999826764,1054,1054.0,902.4648946787747,-151.53510532122527,903.0648946786015,303.0648946786015,50.5108157797669,23784,22730,501816,4.525114155251141,454.5999999998765,1054,14360.14923009239,130723,141606,1.4430268367795864,36.74439067311923,73.28200615926089,92.58688957325121,27.788627800886744,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,3.0,3.226849511778007,600.0,0.24999999985288923,1013,1013.0,870.6727089438397,-142.32729105616033,870.9227089436926,270.92270894369256,45.15378482394876,14788,13775,510812,2.813546423135464,413.2499999998659,1013,22123.496333938296,131313,243295,0.1161524500907441,20.892921960072595,58.50453720508167,88.7912885662432,27.793034093847684,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,4.0,4.22905193422245,600.0,0.19999999999477325,995,995.0,864.535048789218,-130.46495121078203,864.7350487892128,264.7350487892128,44.12250813153547,10875,9880,514725,2.0690639269406392,395.20000000005456,995,28523.580060728746,134972,243322,0.13157894736842105,12.085020242914979,52.611336032388664,82.3582995951417,27.769480439358617,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,5.0,5.2312543566669145,600.0,0.6000000000088903,993,993.0,853.9005248416731,-139.09947515832687,854.500524841682,254.50052484168202,42.41675414028035,8865,7872,516735,1.6866438356164384,393.6000000000552,993,37479.64659552846,150815,247566,0.08892276422764228,8.21900406504065,42.55589430894309,78.2520325203252,27.779760560697824,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,6.0,6.233456779111335,600.0,0.4399999999821489,949,949.0,835.8713404601306,-113.12865953986943,836.3113404601127,236.31134046011266,39.385223410018774,6773,5824,518827,1.2886225266362252,349.4400000000117,949,37663.97527472527,135202,247620,0.017170329670329672,4.035027472527473,34.01442307692308,76.42513736263736,27.802878569099633,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,7.000000000000001,7.2356592015558,600.0,0.5399999999988694,944,944.0,836.4114741891644,-107.58852581083556,836.9514741891633,236.95147418916326,39.49191236486054,5866,4922,519734,1.1160578386605784,344.5399999999729,944,40911.20255993499,135207,247796,0.0,0.060950832994717596,26.676147907354736,74.0349451442503,27.802878569099732,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,8.0,8.237861624000242,600.0,0.4800000000085163,950,950.0,841.9045143372556,-108.09548566274441,842.3845143372641,242.38451433726414,40.39741905621068,5331,4381,520269,1.014269406392694,350.4799999999988,950,45923.53115727003,133988,247797,0.0,0.0,16.183519744350605,74.8915772654645,27.802878569099637,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,9.0,9.240064046444685,600.0,0.6400000000025377,950,950.0,839.6433125285555,-110.3566874714445,840.283312528558,240.28331252855799,40.04721875475967,4846,3896,520754,0.9219939117199392,350.63999999998214,950,52171.75308008213,162800,247797,0.0,0.0,7.520533880903491,60.446611909650926,27.77234239314883,1669067460
1664496000,1696031940,19605.0,26911.0,37.266003570517725,525600,365,821.7861012691369,221.7861012691369,36.96435021152282,10.0,10.242266468889127,600.0,0.5000000000137277,966,966.0,847.7836550127984,-118.21634498720164,848.2836550128121,248.28365501281212,41.38060916880202,4631,3665,520969,0.8810882800608828,366.50000000001484,966,62988.450477489765,163001,247797,0.0,0.0,17.025920873124146,47.96725784447476,27.797347076577587,1669067460
