asset_type,ticker,starting_capital,target_net_profit_percent,required_reference_price_rise_percent,final_total_wealth,final_profit_loss,return_percent,buy_and_hold_final_wealth,buy_and_hold_return_percent,buys,sales,open_lots,unrealized_pnl_on_open_lots,participation_percent_of_eligible_minutes,average_holding_minutes_closed,maximum_drawdown_percent,eligible_minutes,trading_sessions,first_close,final_close,underlying_price_change_percent,first_timestamp,final_timestamp,buy_and_hold_profit_loss,initial_capital,final_cash,open_lot_cost_basis,open_liquidation_value,skipped_buys,realized_profit_before_final_liquidation,max_open_lots,maximum_holding_minutes_closed,oldest_open_lot_age_minutes,closed_within_1_hour_percent,closed_within_1_day_percent,closed_within_7_days_percent,closed_within_30_days_percent,maximum_drawdown_timestamp
stock,AMZN,300,6.0,6.233456779111335,320.5142731958699,20.51427319586992,6.838091065289964,333.6508478609107,11.216949286970234,1350,991,359,-38.94572680413103,1.3808057768822428,142487.63874873865,33.494793973066855,97769,251,114.03,127.1,11.461895992282734,1664544600,1696017540,33.65084786091069,300.0,0.460000000000953,359.0,320.054273195869,96419,59.46000000000074,359,377214,81029,0.0,0.0,21.39253279515641,34.10696266397578,1673016300
stock,AMZN,300,7.000000000000001,7.2356592015558,326.51361423260875,26.513614232608745,8.83787141086958,333.6508478609107,11.216949286970234,1331,964,367,-40.966385767389454,1.3613722140964928,146867.84647302906,33.691078418575124,97769,251,114.03,127.1,11.461895992282734,1664544600,1696017540,33.65084786091069,300.0,0.479999999998185,367.0,326.03361423261055,96438,67.4799999999999,367,405991,81029,0.0,0.0,4.668049792531121,23.547717842323653,1673016300
stock,AMZN,300,8.0,8.237861624000242,327.383631897614,27.38363189761401,9.127877299204679,333.6508478609107,11.216949286970234,1006,654,352,-24.93636810238803,1.0289560085507676,195873.55963302753,33.664508228361555,97769,251,114.03,127.1,11.461895992282734,1664544600,1696017540,33.65084786091069,300.0,0.3200000000020271,352.0,327.06363189761197,96763,52.31999999999924,352,406039,111267,0.0,0.0,0.764525993883792,0.764525993883792,1673016300
stock,AMZN,300,9.0,9.240064046444685,322.779334697697,22.77933469769698,7.593111565898991,333.6508478609107,11.216949286970234,983,627,356,-33.65066530230382,1.00543116938907,210368.15789473685,33.70678159050253,97769,251,114.03,127.1,11.461895992282734,1664544600,1696017540,33.65084786091069,300.0,0.43000000000080263,356.0,322.3493346976962,96786,56.43000000000088,356,368542,111219,0.0,0.0,0.0,0.0,1673016300
stock,AMZN,300,10.0,10.242266468889127,324.231460709183,24.23146070918301,8.077153569727669,333.6508478609107,11.216949286970234,993,630,363,-38.768539290818296,1.0156593603289386,214889.70793650794,33.70678159050253,97769,251,114.03,127.1,11.461895992282734,1664544600,1696017540,33.65084786091069,300.0,1.3073986337985843e-12,363.0,324.2314607091817,96776,63.000000000000625,363,381549,81029,0.0,0.0,0.0,0.0,1673016300
stock,META,300,1.0,1.222444666889122,433.8049849583959,133.8049849583959,44.60166165279864,656.0317764053932,118.67725880179773,17357,16889,468,-35.08501504152315,17.779439482094567,8425.545502990111,37.619152487923884,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.8899999999190413,468.0,432.91498495847685,80267,168.88999999999137,468,165648,92549,7.797975013322281,46.79377109361123,81.75735685949435,96.50660193025045,1667577780
stock,META,300,2.0,2.2246470893335424,469.92239078702625,169.92239078702625,56.640796929008744,656.0317764053932,118.67725880179773,10857,10350,507,-37.07760921296921,11.121240678521675,14678.126280193237,37.88201290303781,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,-4.547473508864641e-12,507.0,469.9223907870308,86767,207.0000000000321,507,167006,92549,2.1256038647342996,24.164251207729468,63.61352657004831,93.81642512077295,1667577780
stock,META,300,3.0,3.226849511778007,494.45065432495124,194.45065432495124,64.81688477498375,656.0317764053932,118.67725880179773,8193,7664,529,-35.46934567502785,8.392403507334262,19996.08833507307,37.985123038143136,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.9199999999790975,529.0,493.53065432497215,89431,229.92000000000795,529,169879,103963,0.795929018789144,10.98643006263048,53.053235908141964,91.63622129436325,1667577780
stock,META,300,4.0,4.22905193422245,498.01728485318546,198.01728485318546,66.00576161772848,656.0317764053932,118.67725880179773,6262,5733,529,-31.302715146820162,6.414406293534377,26784.101691958836,38.04632468797398,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.32000000000559936,529.0,497.69728485317984,91362,229.31999999998865,529,170234,112709,0.7500436071864643,4.378161521018664,35.93232164660736,88.80167451596023,1667577780
stock,META,300,5.0,5.2312543566669145,504.99316036714,204.99316036713998,68.33105345571333,656.0317764053932,118.67725880179773,5167,4636,531,-26.806839632875665,5.292755879701713,32058.818809318378,38.06075094923358,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.8000000000156691,531.0,504.19316036712434,92457,231.80000000001846,531,171330,112709,0.2372735116479724,1.7040552200172563,17.34253666954271,86.1518550474547,1667577780
stock,META,300,6.0,6.233456779111335,503.9983676860954,203.99836768609538,67.99945589536513,656.0317764053932,118.67725880179773,4422,3889,533,-29.341632313909486,4.529623862984512,38874.716379532016,38.06075094923358,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.3400000000048635,533.0,503.6583676860905,93202,233.3400000000073,533,171379,114100,0.025713551041398816,1.3885317562355362,20.519413731036256,82.36050398560042,1667577780
stock,META,300,7.000000000000001,7.2356592015558,514.2331105508466,214.23311055084662,71.4110368502822,656.0317764053932,118.67725880179773,3948,3410,538,-24.46688944914024,4.044087519462427,44253.717302052784,38.06075094923358,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.6999999999868782,538.0,513.5331105508598,93676,238.69999999998322,538,171419,114121,0.0,1.2609970674486803,11.994134897360704,78.59237536656892,1667577780
stock,META,300,8.0,8.237861624000242,524.6044159287601,224.6044159287601,74.86813864292003,656.0317764053932,118.67725880179773,3552,3012,540,-16.355584071240287,3.6384495615832173,49238.52091633466,38.06075094923358,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.9600000000004165,540.0,523.6444159287597,94072,240.96000000001527,540,171518,114149,0.0,0.6308100929614874,11.387782204515272,76.36122177954847,1667577780
stock,META,300,9.0,9.240064046444685,529.1555839435717,229.15558394357174,76.38519464785725,656.0317764053932,118.67725880179773,3409,2853,556,-27.61441605642392,3.4919691879046137,53062.45460918332,38.06075094923358,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.7699999999957152,556.0,528.3855839435761,94215,256.7700000000082,556,179955,114113,0.0,0.6659656501927795,11.005958640028041,63.266736768314054,1667577780
stock,META,300,10.0,10.242266468889127,535.2396747653976,235.23967476539758,78.41322492179918,656.0317764053932,118.67725880179773,3211,2647,564,-29.460325234609286,3.2891502089650086,58662.13524744994,38.06075094923358,97624,251,136.96,300.16,119.15887850467288,1664544600,1696017540,356.0317764053932,300.0,0.7000000000068383,564.0,534.5396747653907,94413,264.6999999999917,564,179997,124191,0.0,1.2844729882886285,9.029089535323008,44.20098224404987,1667577780
stock,MSFT,300,1.0,1.222444666889122,356.6942098691919,56.69420986919192,18.89806995639731,396.84692625803405,32.28230875267801,11302,10894,408,-52.24579013077425,11.577545584921122,12678.960069763172,16.27889015676883,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.9399999999661759,408.0,355.75420986922575,86318,108.94000000001883,408,82489,105337,2.873141178630439,33.13750688452359,70.6994675968423,90.46263998531302,1673016600
stock,MSFT,300,2.0,2.2246470893335424,368.04878378808286,68.04878378808286,22.68292792936095,396.84692625803405,32.28230875267801,6531,6109,422,-54.131216211919934,6.690227412415489,23495.42232771321,16.315664039723675,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.18000000000279215,422.0,367.86878378808007,91089,122.17999999999283,422,83554,105355,0.4092322802422655,18.75920772630545,42.609265018824686,77.45948600425602,1673016600
stock,MSFT,300,3.0,3.226849511778007,379.7702383647895,79.77023836478952,26.59007945492984,396.84692625803405,32.28230875267801,4950,4515,435,-55.67976163520342,5.070682237246466,32219.84119601329,16.318228898616113,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.44999999999294005,435.0,379.3202383647966,92670,135.45000000000437,435,100835,105374,0.132890365448505,2.6135105204872646,22.591362126245848,69.14728682170542,1673016600
stock,MSFT,300,4.0,4.22905193422245,390.6029754513482,90.60297545134819,30.200991817116062,396.84692625803405,32.28230875267801,4138,3691,447,-57.03702454865402,4.238885474288056,39835.53860742346,16.333728914240787,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.6400000000022033,447.0,389.962975451346,93482,147.6400000000049,447,100857,105379,0.0270929287455974,1.9777837984286102,13.84448658900027,59.550257382823084,1673016600
stock,MSFT,300,5.0,5.2312543566669145,397.38672981341927,97.38672981341927,32.462243271139755,396.84692625803405,32.28230875267801,3535,3081,454,-56.66327018658251,3.621184183568941,47010.14573190523,16.34274788084457,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.050000000001773515,454.0,397.3367298134175,94085,154.05000000000078,454,135286,152705,0.0,0.8114248620577734,6.296656929568322,51.11976630963973,1673016600
stock,MSFT,300,6.0,6.233456779111335,390.61034414931123,90.61034414931123,30.203448049770422,396.84692625803405,32.28230875267801,2820,2378,442,-52.069655850691106,2.8887523048555623,58164.723717409586,16.60899200957843,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.6800000000023374,442.0,389.9303441493089,94800,142.68000000000387,442,181664,152954,0.0,0.0,1.59798149705635,44.827586206896555,1673016600
stock,MSFT,300,7.000000000000001,7.2356592015558,388.7973863473752,88.79738634737521,29.599128782458408,396.84692625803405,32.28230875267801,2448,2008,440,-51.762613652620985,2.5076828518746157,68710.9920318725,16.45093835974891,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.5599999999961653,440.0,388.237386347379,95172,140.55999999999278,440,135325,152993,0.0,0.0,0.0,31.225099601593627,1673016600
stock,MSFT,300,8.0,8.237861624000242,392.3922548120397,92.39225481203971,30.7974182706799,396.84692625803405,32.28230875267801,2207,1766,441,-48.887745187961,2.2608072116369597,76440.6268403171,16.35753582146517,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.2800000000007401,441.0,392.112254812039,95413,141.2799999999997,441,155593,154341,0.0,0.0,0.0,29.048697621744054,1673016600
stock,MSFT,300,9.0,9.240064046444685,397.9500291213182,97.95002912131821,32.65000970710608,396.84692625803405,32.28230875267801,2109,1660,449,-51.44997087868262,2.1604179471419793,83069.7421686747,16.357535821465223,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.4000000000008299,449.0,397.5500291213174,95511,149.40000000000438,449,155778,174604,0.0,0.0,0.0,12.228915662650602,1673016600
stock,MSFT,300,10.0,10.242266468889127,399.26622975543586,99.26622975543586,33.08874325181195,396.84692625803405,32.28230875267801,1831,1392,439,-39.93377024456413,1.875640237656218,90727.23132183908,16.313467459940764,97620,251,238.1695,315.75,32.57365027847814,1664544600,1696017540,96.84692625803405,300.0,0.19999999999999574,439.0,399.06622975543587,95789,139.19999999999638,439,187442,174604,0.0,0.0,0.0,13.505747126436782,1673016600
stock,TSLA,300,1.0,1.222444666889122,277.1332265915365,-22.866773408463473,-7.622257802821153,282.33708889500485,-5.887637034998383,3093,2766,327,-50.526773408455995,3.1606053484023255,45416.70679681851,62.178177156582116,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.6599999999925461,327.0,276.473226591544,94768,27.660000000001524,327,397346,104069,7.447577729573391,43.05856832971801,68.83586406362978,89.15401301518438,1673015880
stock,TSLA,300,2.0,2.2246470893335424,277.1416422403162,-22.858357759683827,-7.619452586561271,282.33708889500485,-5.887637034998383,1735,1407,328,-50.998357759685405,1.772922819100561,89570.63255152808,62.37313120083095,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.14000000000154955,328.0,277.0016422403146,96126,28.13999999999949,328,397417,105193,1.279317697228145,5.756929637526652,43.56787491115849,78.67803837953092,1673015880
stock,TSLA,300,3.0,3.226849511778007,278.22854852428327,-21.77145147571673,-7.257150491905573,282.33708889500485,-5.887637034998383,1303,974,329,-50.99145147571568,1.3314803650075107,129545.58521560575,62.48795215770993,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.21999999999897568,329.0,278.0085485242843,96558,29.22000000000035,329,397436,106945,0.5133470225872689,1.3347022587268993,31.930184804928132,69.19917864476386,1673015880
stock,TSLA,300,4.0,4.22905193422245,279.886786767335,-20.113213232664975,-6.704404410888321,282.33708889500485,-5.887637034998383,1048,720,328,-48.91321323266379,1.0709066941886962,174887.94583333333,62.564911469131566,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.799999999998839,328.0,279.0867867673362,96813,28.799999999999564,328,417506,106949,0.0,0.5555555555555556,20.97222222222222,58.333333333333336,1673015880
stock,TSLA,300,5.0,5.2312543566669145,276.8137854595319,-23.186214540468086,-7.728738180156025,282.33708889500485,-5.887637034998383,812,488,324,-47.586214540467324,0.829748316489715,257705.31762295082,62.61012384476585,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.3999999999992596,324.0,276.4137854595327,97049,24.40000000000021,324,417577,111074,0.0,0.0,13.729508196721312,38.52459016393443,1673015880
stock,TSLA,300,6.0,6.233456779111335,277.3641711667527,-22.635828833247274,-7.545276277749091,282.33708889500485,-5.887637034998383,637,318,319,-41.71582883324726,0.6509232482807247,392633.74213836476,62.61012384476585,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.08000000000000185,319.0,277.28417116675274,97224,19.079999999999977,319,419242,127096,0.0,0.0,0.6289308176100629,5.660377358490566,1673015880
stock,TSLA,300,7.000000000000001,7.2356592015558,278.1169237569527,-21.8830762430473,-7.294358747682428,282.33708889500485,-5.887637034998383,621,300,321,-42.883076243046105,0.6345735277587599,417317.27,62.61012384476585,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,-1.2185807918285718e-12,321.0,278.1169237569539,97240,21.000000000000064,321,419319,127095,0.0,0.0,0.0,0.0,1673015880
stock,TSLA,300,8.0,8.237861624000242,276.43879228058427,-23.561207719415734,-7.853735906471915,282.33708889500485,-5.887637034998383,624,300,324,-47.561207719415734,0.6376391003566283,418697.20666666667,62.61012384476585,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.0,324.0,276.43879228058427,97237,23.99999999999984,324,420440,111066,0.0,0.0,0.0,0.0,1673015880
stock,TSLA,300,9.0,9.240064046444685,276.182715535996,-23.81728446400399,-7.939094821334658,282.33708889500485,-5.887637034998383,596,272,324,-48.29728446400452,0.6090270894431898,419656.3161764706,62.61012384476585,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.4800000000005298,324.0,275.7027155359955,97265,24.47999999999997,324,420512,524454,0.0,0.0,0.0,0.0,1673015880
stock,TSLA,300,10.0,10.242266468889127,277.02204410674017,-22.977955893259832,-7.6593186310866095,282.33708889500485,-5.887637034998383,528,208,320,-43.77795589325973,0.5395407772248393,420117.32692307694,62.61012384476585,97861,251,265.3,250.23,-5.680361854504346,1664544600,1696017540,-17.662911104995146,300.0,0.7999999999998693,320.0,276.22204410674027,97333,20.800000000000026,320,420583,524489,0.0,0.0,0.0,0.0,1673015880
crypto,BTCUSD,600,1.0,1.222444666889122,856.1349738284025,256.1349738284025,42.68916230473374,821.7861012691369,36.96435021152282,40972,39973,999,-143.59502617134444,7.795281582952816,7773.256523153128,27.66538832975236,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.7299999997469513,999.0,855.4049738286556,484628,399.72999999978146,999,110600,123299,6.451855002126435,56.14039476646737,85.3451079478648,95.99979986490881,1669067460
crypto,BTCUSD,600,2.0,2.2246470893335424,903.0648946786015,303.0648946786015,50.5108157797669,821.7861012691369,36.96435021152282,23784,22730,1054,-151.53510532122527,4.525114155251141,14360.14923009239,27.788627800886744,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.599999999826764,1054.0,902.4648946787747,501816,454.5999999998765,1054,130723,141606,1.4430268367795864,36.74439067311923,73.28200615926089,92.58688957325121,1669067460
crypto,BTCUSD,600,3.0,3.226849511778007,870.9227089436926,270.92270894369256,45.15378482394876,821.7861012691369,36.96435021152282,14788,13775,1013,-142.32729105616033,2.813546423135464,22123.496333938296,27.793034093847684,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.24999999985288923,1013.0,870.6727089438397,510812,413.2499999998659,1013,131313,243295,0.1161524500907441,20.892921960072595,58.50453720508167,88.7912885662432,1669067460
crypto,BTCUSD,600,4.0,4.22905193422245,864.7350487892128,264.7350487892128,44.12250813153547,821.7861012691369,36.96435021152282,10875,9880,995,-130.46495121078203,2.0690639269406392,28523.580060728746,27.769480439358617,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.19999999999477325,995.0,864.535048789218,514725,395.20000000005456,995,134972,243322,0.13157894736842105,12.085020242914979,52.611336032388664,82.3582995951417,1669067460
crypto,BTCUSD,600,5.0,5.2312543566669145,854.500524841682,254.50052484168202,42.41675414028035,821.7861012691369,36.96435021152282,8865,7872,993,-139.09947515832687,1.6866438356164384,37479.64659552846,27.779760560697824,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.6000000000088903,993.0,853.9005248416731,516735,393.6000000000552,993,150815,247566,0.08892276422764228,8.21900406504065,42.55589430894309,78.2520325203252,1669067460
crypto,BTCUSD,600,6.0,6.233456779111335,836.3113404601127,236.31134046011266,39.385223410018774,821.7861012691369,36.96435021152282,6773,5824,949,-113.12865953986943,1.2886225266362252,37663.97527472527,27.802878569099633,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.4399999999821489,949.0,835.8713404601306,518827,349.4400000000117,949,135202,247620,0.017170329670329672,4.035027472527473,34.01442307692308,76.42513736263736,1669067460
crypto,BTCUSD,600,7.000000000000001,7.2356592015558,836.9514741891633,236.95147418916326,39.49191236486054,821.7861012691369,36.96435021152282,5866,4922,944,-107.58852581083556,1.1160578386605784,40911.20255993499,27.802878569099732,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.5399999999988694,944.0,836.4114741891644,519734,344.5399999999729,944,135207,247796,0.0,0.060950832994717596,26.676147907354736,74.0349451442503,1669067460
crypto,BTCUSD,600,8.0,8.237861624000242,842.3845143372641,242.38451433726414,40.39741905621068,821.7861012691369,36.96435021152282,5331,4381,950,-108.09548566274441,1.014269406392694,45923.53115727003,27.802878569099637,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.4800000000085163,950.0,841.9045143372556,520269,350.4799999999988,950,133988,247797,0.0,0.0,16.183519744350605,74.8915772654645,1669067460
crypto,BTCUSD,600,9.0,9.240064046444685,840.283312528558,240.28331252855799,40.04721875475967,821.7861012691369,36.96435021152282,4846,3896,950,-110.3566874714445,0.9219939117199392,52171.75308008213,27.77234239314883,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.6400000000025377,950.0,839.6433125285555,520754,350.63999999998214,950,162800,247797,0.0,0.0,7.520533880903491,60.446611909650926,1669067460
crypto,BTCUSD,600,10.0,10.242266468889127,848.2836550128121,248.28365501281212,41.38060916880202,821.7861012691369,36.96435021152282,4631,3665,966,-118.21634498720164,0.8810882800608828,62988.450477489765,27.797347076577587,525600,365,19605.0,26911.0,37.266003570517725,1664496000,1696031940,221.7861012691369,600.0,0.5000000000137277,966.0,847.7836550127984,520969,366.50000000001484,966,163001,247797,0.0,0.0,17.025920873124146,47.96725784447476,1669067460
etf,DIA,600,1.0,1.222444666889122,655.2015250967592,55.201525096759156,9.200254182793199,687.5734030294107,14.595567171568447,10150,9456,694,-39.3584749031894,10.4246905972372,29334.917406937395,8.579879731062823,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.5599999999485696,694.0,654.6415250968106,87215,94.56000000001147,694,332191,104018,0.21150592216582065,22.53595600676819,60.10998307952622,91.47631133671743,1678899420
etf,DIA,600,2.0,2.2246470893335424,669.5976138047048,69.59761380470479,11.59960230078414,687.5734030294107,14.595567171568447,5859,5156,703,-33.522386195298736,6.017562779232784,54762.634988363076,9.195869375395539,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.1200000000034862,703.0,669.4776138047013,91506,103.11999999999662,703,342395,105428,0.0,6.3809154383242825,47.26532195500388,86.65632273079908,1678899420
etf,DIA,600,3.0,3.226849511778007,674.7017386834401,74.70173868344011,12.450289780573343,687.5734030294107,14.595567171568447,4412,3701,711,-36.32826131654929,4.5314024546808405,73146.56336125372,9.165834950255054,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.029999999989449577,711.0,674.6717386834507,92953,111.03000000000344,711,359616,436260,0.0,3.485544447446636,35.17968116725209,78.95163469332613,1678899420
etf,DIA,600,4.0,4.22905193422245,684.9809901932274,84.9809901932274,14.163498365537897,687.5734030294107,14.595567171568447,3679,2961,718,-33.45900980677368,3.7785651928310995,68694.25835866261,9.199018651701758,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.44000000000108486,718.0,684.5409901932263,93686,118.44000000000732,718,362671,446708,0.0,0.0,27.929753461668355,81.42519419115163,1678899420
etf,DIA,600,5.0,5.2312543566669145,685.484120759801,85.48412075980104,14.247353459966838,687.5734030294107,14.595567171568447,3043,2327,716,-30.865879240201707,3.1253530529451035,85873.90588740868,9.313463531033763,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.3500000000027885,716.0,685.1341207597983,94322,116.34999999999553,716,374325,459507,0.0,0.0,10.399656209712075,80.01718951439622,1678899420
etf,DIA,600,6.0,6.233456779111335,683.6809392800271,83.68093928002713,13.946823213337844,687.5734030294107,14.595567171568447,2624,1910,714,-30.919060719974823,2.6950136085862475,105752.02041884817,9.259130664082514,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.6000000000019075,714.0,683.0809392800252,94741,114.60000000000282,714,379999,447835,0.0,0.0,1.1518324607329844,68.95287958115183,1678899420
etf,DIA,600,7.000000000000001,7.2356592015558,683.0482529295425,83.04825292954251,13.841375488257079,687.5734030294107,14.595567171568447,2007,1315,692,-9.00174707045312,2.061315667847789,48550.607604562734,9.30830048919916,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.049999999995659294,692.0,682.9982529295469,95358,92.04999999999751,692,382933,468207,0.0,0.0,0.0,94.44866920152091,1678899420
etf,DIA,600,8.0,8.237861624000242,684.9478234606762,84.9478234606762,14.157970576779366,687.5734030294107,14.595567171568447,1947,1248,699,-14.892176539323032,1.9996918810660915,37131.899839743586,9.309644741348269,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.8399999999992644,699.0,684.107823460677,95418,99.83999999999823,699,52120,465110,0.0,0.0,0.0,80.04807692307692,1678899420
etf,DIA,600,9.0,9.240064046444685,688.458166584433,88.458166584433,14.74302776407217,687.5734030294107,14.595567171568447,1966,1254,712,-24.40183341556974,2.019206080213629,115932.14035087719,9.0713209562896,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.860000000002799,712.0,687.5981665844303,95399,112.86000000000301,712,382982,447843,0.0,0.0,0.0,48.40510366826156,1678899420
etf,DIA,600,10.0,10.242266468889127,686.6228396777879,86.62283967778785,14.437139946297982,687.5734030294107,14.595567171568447,1961,1238,723,-37.1771603222096,2.0140707646484874,217283.9143780291,9.320667818077162,97365,251,291.69,335.0,14.847955020741189,1664544600,1696017540,87.57340302941066,600.0,0.7999999999974996,723.0,685.8228396777904,95404,123.79999999999724,723,400303,485608,0.0,0.0,0.0,48.46526655896607,1678899420
etf,QQQ,600,1.0,1.222444666889122,715.2307352890201,115.23073528902012,19.205122548170017,790.3750911290763,31.729181854846054,17807,17037,770,-55.13926471089144,18.225643020173383,15228.258437518343,11.257145271500585,97703,251,271.43,358.34,32.019305161551756,1664544600,1696017540,190.37509112907628,600.0,0.36999999991158994,770.0,714.8607352891086,79896,170.36999999999003,770,89578,106599,1.121089393672595,24.798966954275986,63.28578975171685,87.83236485296707,1672260240
etf,QQQ,600,2.0,2.2246470893335424,731.4452249102943,131.44522491029431,21.907537485049055,790.3750911290763,31.729181854846054,10064,9279,785,-54.134775089679806,10.300604894424941,29042.00301756655,12.360332273363749,97703,251,271.43,358.34,32.019305161551756,1664544600,1696017540,190.37509112907628,600.0,0.5799999999741061,785.0,730.8652249103202,87639,185.58000000002113,785,112636,112341,0.0,7.360706972734131,39.50856773359198,72.87423213708374,1672260240
etf,QQQ,600,3.0,3.226849511778007,749.7790236117138,149.7790236117138,24.9631706019523,790.3750911290763,31.729181854846054,7374,6577,797,-47.53097638824738,7.547362926419864,41491.651208757794,12.302019695521857,97703,251,271.43,358.34,32.019305161551756,1664544600,1696017540,190.37509112907628,600.0,0.3099999999611607,797.0,749.4690236117526,90329,197.3100000000067,797,132477,112708,0.0,4.363691652729208,23.0500228067508,60.07298160255436,1672260240
etf,QQQ,600,4.0,4.22905193422245,773.8045822887937,173.80458228879365,28.967430381465608,790.3750911290763,31.729181854846054,6361,5540,821,-47.79541771121342,6.510547270810518,49963.18880866426,12.364942767106735,97703,251,271.43,358.34,32.019305161551756,1664544600,1696017540,190.37509112907628,600.0,0.6000000000070491,821.0,773.2045822887866,91342,221.5999999999902,821,142231,114131,0.0,2.436823104693141,11.425992779783394,57.2202166064982,1672260240
etf,QQQ,600,5.0,5.2312543566669145,757.8010496385567,157.80104963855672,26.300174939759447,790.3750911290763,31.729181854846054,4897,4093,804,-46.84895036145497,5.012128593799576,64695.34204739799,12.355834649916215,97703,251,271.43,358.34,32.019305161551756,1664544600,1696017540,190.37509112907628,600.0,0.6500000000116728,804.0,757.151049638545,92806,204.65000000001228,804,171386,152903,0.0,0.0,4.446616173955534,40.82580014659174,1672260240
etf,QQQ,600,6.0,6.233456779111335,770.5534479019242,170.5534479019242,28.425574650320694,790.3750911290763,31.729181854846054,4232,3427,805,-35.06655209807741,4.331494426987913,75556.20367668515,12.367205153283198,97703,251,271.43,358.34,32.019305161551756,1664544600,1696017540,190.37509112907628,600.0,0.6200000000015744,805.0,769.9334479019226,93471,205.62000000000626,805,170306,152994,0.0,0.0,0.11672016340822877,31.36854391596148,1672260240
etf,QQQ,600,7.000000000000001,7.2356592015558,779.9962353395358,179.99623533953582,29.99937255658931,790.3750911290763,31.729181854846054,3863,3050,813,-33.50376466045168,3.953819227659335,85276.49016393443,12.36720515328325,97703,251,271.43,358.34,32.019305161551756,1664544600,1696017540,190.37509112907628,600.0,0.4999999999874376,813.0,779.4962353395483,93840,213.49999999998568,813,183094,155909,0.0,0.0,0.0,24.065573770491802,1672260240
