month,timestamp,close,buys,sales,skipped_buys,realized_profit_this_month,withdrawn_this_month,total_withdrawn,cash,open_lots,open_liquidation_value,account_liquidation_value,total_wealth_including_withdrawals
2023-07,1690847940,29231.0,0,0,44640,0.0,0.0,0.0,0.5699999994296974,1185,517.1568749395703,517.726874939,517.726874939
2023-08,1693526340,25932.0,0,0,44640,0.0,0.0,0.0,0.5699999994296974,1185,458.7907386313482,459.36073863077786,459.36073863077786
2023-09,1696118340,26966.0,0,0,43200,0.0,0.0,0.0,0.5699999994296974,1185,477.08433818960873,477.6543381890384,477.6543381890384
2023-10,1698796740,34661.0,0,0,44640,0.0,0.0,0.0,0.5699999994296974,1185,613.2248107242465,613.7948107236762,613.7948107236762
2023-11,1701388740,37719.0,0,0,43200,0.0,0.0,0.0,0.5699999994296974,1185,667.3271583539959,667.8971583534255,667.8971583534255
2023-12,1704067140,42258.0,0,0,44640,0.0,0.0,0.0,0.5699999994296974,1185,747.6314604767665,748.2014604761962,748.2014604761962
2024-01,1706745540,42558.0,0,0,44640,0.0,0.0,0.0,0.5699999994296974,1185,752.9390812383508,753.5090812377805,753.5090812377805
2024-02,1709251140,61161.0,0,0,41760,0.0,0.0,0.0,0.5699999994296974,1185,1082.0646446641942,1082.634644663624,1082.634644663624
2024-03,1711929540,71285.0,12089,11969,32551,119.69000000002433,0.0,0.0,0.2599999993386177,1305,1267.7962816811273,1268.0562816804659,1268.0562816804659
2024-04,1714521540,60632.0,0,0,43200,0.0,0.0,0.0,0.2599999993386177,1305,1078.3337890284085,1078.593789027747,1078.593789027747
2024-05,1717199940,67477.0,0,0,44640,0.0,0.0,0.0,0.2599999993386177,1305,1200.071399298554,1200.3313992978926,1200.3313992978926
2024-06,1719791940,62676.0,0,0,43200,0.0,0.0,0.0,0.2599999993386177,1305,1114.6861156014074,1114.946115600746,1114.946115600746
2024-07,1722470340,64612.0,0,0,44640,0.0,0.0,0.0,0.2599999993386177,1305,1149.1176734513713,1149.3776734507098,1149.3776734507098
2024-08,1725148740,58967.0,0,0,44640,0.0,0.0,0.0,0.2599999993386177,1305,1048.7219378816164,1048.981937880955,1048.981937880955
2024-09,1727740740,63302.0,0,0,43200,0.0,0.0,0.0,0.2599999993386177,1305,1125.819460236778,1126.0794602361166,1126.0794602361166
2024-10,1730419140,70231.0,0,0,44640,0.0,0.0,0.0,0.2599999993386177,1305,1249.0510017359509,1249.3110017352894,1249.3110017352894
2024-11,1733011140,96441.0,20646,20442,22554,204.41999999995906,0.0,0.0,0.679999999164238,1509,1467.8027963411294,1468.4827963402936,1468.4827963402936
2024-12,1735689540,93381.0,9461,9367,35179,93.67000000001102,0.0,0.0,0.34999999909894997,1603,1409.1448501456357,1409.4948501447348,1409.4948501447348
2025-01,1736208000,102263.0,0,0,8641,0.0,0.0,0.0,0.34999999909894997,1603,1543.176661317004,1543.526661316103,1543.526661316103
