month,timestamp,close,buys,sales,skipped_buys,realized_profit_this_month,withdrawn_this_month,total_withdrawn,cash,open_lots,open_liquidation_value,account_liquidation_value,total_wealth_including_withdrawals
2023-10,1698796740,34661.0,0,0,44640,0.0,0.0,298.9899999996528,0.0,642,327.82389278646707,327.82389278646707,626.8138927861198
2023-11,1701388740,37719.0,0,0,43200,0.0,0.0,298.9899999996528,0.0,642,356.7464704426517,356.7464704426517,655.7364704423045
2023-12,1704067140,42258.0,0,0,44640,0.0,0.0,298.9899999996528,0.0,642,399.6763527125739,399.6763527125739,698.6663527122266
2024-01,1706745540,42558.0,0,0,44640,0.0,0.0,298.9899999996528,0.0,642,402.5137540522912,402.5137540522912,701.503754051944
2024-02,1709251140,61161.0,0,0,41760,0.0,0.0,298.9899999996528,0.0,642,578.4610111281588,578.4610111281588,877.4510111278116
2024-03,1711929540,71285.0,6446,6383,38194,63.82999999999587,0.8299999999717613,299.81999999962454,0.0,705,684.8145477020333,684.8145477020333,984.6345477016579
2024-04,1714521540,60632.0,0,0,43200,0.0,0.0,299.81999999962454,0.0,705,582.4742323948892,582.4742323948892,882.2942323945138
2024-05,1717199940,67477.0,0,0,44640,0.0,0.0,299.81999999962454,0.0,705,648.232183983869,648.232183983869,948.0521839834936
2024-06,1719791940,62676.0,0,0,43200,0.0,0.0,299.81999999962454,0.0,705,602.110354096551,602.110354096551,901.9303540961755
2024-07,1722470340,64612.0,0,0,44640,0.0,0.0,299.81999999962454,0.0,705,620.7089507767942,620.7089507767942,920.5289507764187
2024-08,1725148740,58967.0,0,0,44640,0.0,0.0,299.81999999962454,0.0,705,566.4790549813537,566.4790549813537,866.2990549809782
2024-09,1727740740,63302.0,0,0,43200,0.0,0.0,299.81999999962454,0.0,705,608.1241565355139,608.1241565355139,907.9441565351384
2024-10,1730419140,70231.0,0,0,44640,0.0,0.0,299.81999999962454,0.0,705,674.6890720300413,674.6890720300413,974.5090720296658
2024-11,1733011140,96441.0,15138,14989,28062,149.89000000000865,0.8899999998919554,300.7099999995165,0.0,854,829.9848493155546,829.9848493155546,1130.6948493150712
2024-12,1735689540,93381.0,4284,4242,40356,42.42000000000013,0.4199999999730153,301.12999999948954,0.0,896,781.2450643748941,781.2450643748941,1082.3750643743838
2025-01,1736208000,102263.0,0,0,8641,0.0,0.0,301.12999999948954,0.0,896,855.553742390527,855.553742390527,1156.6837423900165
